well_id,latitude,longitude,maaiveld_nap,filter_1_gemiddeld,filter_2_gemiddeld,filter_3_gemiddeld,filter_4_gemiddeld,filter_5_gemiddeld,filter_1_trend_15_jaar,filter_2_trend_15_jaar,filter_3_trend_15_jaar,filter_4_trend_15_jaar,filter_5_trend_15_jaar,filter_1_trend_25_jaar,filter_2_trend_25_jaar,filter_3_trend_25_jaar,filter_4_trend_25_jaar,filter_5_trend_25_jaar
B10D0190,52.99801011880706,5.455275520763768,-2.88,,,,-2.9219,,,-2.73,,,,,,,,
B10D0191,52.997468451962234,5.459519613233446,-2.93,-3.5049,,,,,,,,,,,,,,
B07D9614,53.201510541912405,6.5594464438310505,0.32,-0.3911,,,,,,,,,,,,,,
B11A0643,53.087786177711344,5.8428849376033485,-0.76,-1.0922,,,,,,,,,,,,,,
B11A0647,53.07697008928941,5.851426146027843,-0.58,,,,,,,,,,,,,,,
B11A0651,53.06292026565983,5.859480391915809,-0.75,,,,,,,,,,,,,,,
B11A0660,53.05065364827339,5.892603004802986,-0.8,-1.2032,,,,,,,,,,,,,,
B11A0680,53.079339541712166,5.830858005546057,-0.26,,,,,,,,,,,,,,,
B11A0687,53.07271643444789,5.823628463832116,-0.92,,,,,,,,,,,,,,,
B11A0690,53.074740986259116,5.835063554259224,-0.74,,,,,,,,,,,,,,,
B11A0697,53.07414907938759,5.83714639097342,-0.75,,,,,,,,,,,,,,,
B11A0704,53.054506500387724,5.839254610929248,-0.75,,,,,,,,,,,,,,,
B11A0714,53.121820134140215,5.799625427560203,-0.75,,,,,,,,,,,,,,,
B11A0718,53.122058245403345,5.8086648687944455,-0.99,,,,,,,,,,,,,,,
B11A0724,53.09333826200174,5.811445985727499,1.12,,,,,,,,,,,,,,,
B11A0731,53.05644350583888,5.837932426375538,-0.57,-1.238,,,,,,,,,,,,,,
B11A0737,53.05396863337866,5.850658302120714,-0.5,-1.0593,,,,,,,,,,,,,,
B11A0738,53.05835282285683,5.843918483735342,-0.61,-1.2064,,,,,,,,,,,,,,
B11A0740,53.080589661376386,5.828139833054894,-7.1,,,,,,,,,,,,,,,
B11A0756,53.082139787456704,5.905505645107199,-0.4,-1.3936,-1.773,,,,,,,,,,,,,
B11A0224,53.08534953736943,5.79599528820122,0.09,-1.1531,,,-1.2787,,,,,,,,,,,
B11A0226,53.0843911226717,5.813149455258951,-0.27,,,,,,,,,,,,,,,
B11A0119,53.08490458459219,5.832556618889557,-0.81,,,,,,,,,,,,,,,
B11A0122,53.089353335341805,5.832378387412859,-0.7,,,,,,,,,,,,,,,
B11A0142,53.07751730539713,5.813007385947248,-0.03,,,,,,,,,,,,,,,
B11A0146,53.084252264454406,5.801507003592865,0.59,-0.3156,,,-1.2802,,,-1.2323,,,,,,,,
B11A0242,53.12386584359952,5.805694824380208,-0.4,,,,,,,,,,,,,,,
B11A0244,53.124083945694785,5.807564202792655,-0.72,,,,,,,,,,,,,,,
B11A0259,53.051540452673144,5.851154359936048,-0.1,-0.825,,,,,,,,,,,,,,
B11A0260,53.08276541281241,5.827833611944273,-0.5,,,,,,,,,,,,,,,
B11A0261,53.081999703577644,5.828348167630707,-0.5,,,,,,,,,,,,,,,
B11A0263,53.078620684327575,5.830850657520259,-0.8,,,,,,,,,,,,,,,
B11A0274,53.08146127566342,5.82814868867227,-3.69,,,,,,,,,,,,,,,
B11A0276,53.07707867623575,5.829879886612556,-4.22,,,,,,,,,,,,,,,
B11A0279,53.07704069012172,5.830431613714295,-3.72,,,,,,,,,,,,,,,
B11A0195,53.052185063583735,5.83527837848791,0,-0.6756,,,-1.1767,,,-1.2158,,,,,,,,
B32E1314,52.20029811356026,5.572825184885082,12.709,11.4418,,,,,,,,,,,,,,
B26C0411,52.28085901494883,5.215211403024593,17.44,-1.6966,2,,-1.8473,,,-1.9236,,,-1.88,1.2,,-1.9418,,
B11B0174,53.14088681721876,6.038762869632502,1.81,,,,,,,,,,,,,,,
B11B0176,53.13926946492329,6.038738548031047,1.44,,,,,,,,,,,,,,,
B11B0183,53.13001492469551,5.968678196210032,-0.3,,,,,,,,,,,,,,,
B10G0098,52.98679647730727,5.491144975782591,-0.57,,,,,,,,,,,,,,,
B10G0134,52.97423727724218,5.462532702416973,-0.97,-1.4538,-0.146,0.214,,,,,,,,,,,,
B10G0151,52.99647462849224,5.467858706400492,-2.84,-3.3151,,,-3.13,,,,,,,,,,,
B58A0829,51.35520352127488,5.833529121562493,29.6,27.3679,,,,,,,,,,,,,,
B10H0223,53.037233023880816,5.722491954429746,-0.71,,,,,,,,,,,,,,,
B10H0227,53.030480407012455,5.656555661930312,0.12,-0.5431,,,,,,,,,,,,,,
B10H0082,52.948982497753796,5.7081991474192275,-0.55,-1.4012,1.333,0.25,-1.7253,-0.36,0.406,-1.8223,-0.222,0.58,,,,,,
B10E0180,53.06282777592044,5.5608401341491245,0.09,,,,,,,,,,,,,,,
B10E0110,53.12154349375082,5.593713118910122,0.05,-1.0764,-1.2,-1.071,,,,,,,,,,,,
B10F0073,53.155808835532994,5.667649899027822,0.25,-0.4774,,,,,,,,,,,,,,
B10F0075,53.15598759346871,5.73641693169276,0.45,,,,,,,,,,,,,,,
B10F0083,53.13943326350178,5.676659325109158,0.31,,,,,,,,,,,,,,,
B10F0088,53.13140908986784,5.649264411671245,-0.23,,,,,,,,,,,,,,,
B10F0096,53.123704547879356,5.7130029008907615,0.23,,,,,,,,,,,,,,,
B10G0068,53.033963880531104,5.501841895154496,-0.53,,,,,,,,,,,,,,,
B09D0415,53.03314296959665,4.727189197876492,4.62,3.869,,,,,,,,,,,,,,
B09D0420,53.01172049663083,4.753976234564993,-0.08,-0.1361,,,,,,,,,,,,,,
B09D0422,53.012378936284236,4.759554165712163,-0.19,-0.3408,-0.604,0,-0.3549,-0.583,0,,,,,,,,,
B09E0027,53.10910481028399,4.880682134558773,-0.62,-1.4816,,,,,,,,,,,,,,
B09E0028,53.07729092416862,4.869413892643954,0.56,-0.8229,0.5,0.125,,,,,,,,,,,,
B09E0030,53.14512215167411,4.866376913679052,0.56,-0.2829,-0.75,-0.092,,,,,,,,,,,,
B09E0031,53.143903573904645,4.8692610159365675,-0.03,-0.6041,-0.444,-0.329,-0.3245,-0.183,0.149,,,,,,,,,
B09E0032,53.147991952994445,4.869212159582826,-0.11,-0.6681,-0.722,-0.528,,,,,,,,,,,,
B09E0040,53.067056394034836,4.877949987770568,-0.64,-0.577,0.571,0.577,,,,,,,,,,,,
B10B0329,53.07759462425557,5.426302636815958,0.08,,,,,,,,,,,,,,,
B09B0104,53.119582275495944,4.788997450790149,1.45,,,,1.1549,1.182,0.592,,,,,,,,,
B09B0110,53.11205224695176,4.77131460635899,2.57,2.2742,,,,,,,,,,,,,,
B09B0120,53.150597186239104,4.83483181953119,1.77,,,,,,,,,,,,,,,
B09B0126,53.10696234671037,4.790097246536603,0.71,0.3668,-0.551,-0.853,,,,,,,,,,,,
B09B0132,53.106923610191856,4.796787517177281,0.71,,,,,,,,,,,,,,,
B09B0133,53.105535666321565,4.790520040812521,0.81,0.3683,,,,,,,,,,,,,,
B09B0137,53.15851388577077,4.827106296760416,2.22,,,,,,,,,,,,,,,
B09B0143,53.08099332416151,4.750145810448382,3.56,3.1947,2.818,0.375,,,,,,,,,,,,
B09B0145,53.068094514592445,4.741085091927967,2.82,2.4911,,,2.3955,,,2.5165,,,,,,,,
B09D0340,52.9588573597077,4.753047870237474,0.67,,,,,,,,,,,,,,,
B09D0343,52.95538954473741,4.75323224580585,0.55,-0.0343,,,,,,,,,,,,,,
B09D0350,52.947728172810145,4.738926922862901,1.12,0.3415,0.25,0,,,,,,,,,,,,
B09D0361,53.037086060340634,4.821589474001465,1.16,0.3447,-0.286,0.182,,,,,,,,,,,,
B09D0366,53.01577387270059,4.764348081379384,-0.21,,,,,,,,,,,,,,,
B09B0155,53.05752250306574,4.741973144791525,3.89,3.1107,2.621,0.667,,,,,,,,,,,,
B09B0158,53.05979950674567,4.745966738659919,2.59,2.2812,,,,,,,,,,,,,,
B09B0169,53.14751905308319,4.829878954527852,1.45,1.1314,,,,,,,,,,,,,,
B09B0184,53.14646534559378,4.863237060848356,-0.49,-0.559,,,-0.8784,,,,,,,,,,,
B09B0189,53.07013939151156,4.755497098919078,2.48,1.4124,-0.25,-0.529,,,,,,,,,,,,
B09B0193,53.07323220396327,4.74063564621443,5.29,4.1121,0.573,-1.044,,,,,,,,,,,,
B09B0203,53.11358406325519,4.856734389446082,0,,,,,,,,,,,,,,,
B09B0213,53.087234432933,4.803995706227192,-1.27,-1.1447,,,,,,,,,,,,,,
B11G0171,52.97343799307322,6.150884317408751,2.22,1.1185,,,,,,,,,,,,,,
B11G0187,52.959905724821645,6.172821695016112,2.76,,,,,,,,,,,,,,,
B11G0208,52.93806757081426,6.098336732323382,1.45,0.1851,-1.207,-0.455,,,,,,,,,,,,
B11G0089,52.940764822954534,6.0813183666669115,0.64,-0.4714,,,,,,,,,,,,,,
B11G0033,53.02277397928317,6.076933960198115,0.82,,,,,,,,,,,,,,,
B11G0052,52.939486565342406,6.162040926523745,2.35,,,,,,,,,,,,,,,
B11G0069,52.98841499012087,6.119873888634725,2.7,1.0134,-0.097,-0.025,,,,,,,,,,,,
B11G0225,52.937849772466,6.169121972309164,2.99,1.9467,,,,,,,,,,,,,,
B11G0245,52.9647955935193,6.139123316150599,2.14,1.2817,,,1.2698,,,,,,,,,,,
B11G0246,52.95235695885163,6.1321384078003165,1.32,0.9448,,,,,,,,,,,,,,
B11D0156,52.943305342281455,5.94461481385643,1.98,-0.3765,,,-1.0883,,,,,,,,,,,
B11D0166,52.94480083719749,5.941881726093667,1.12,-0.9432,,,-1.0829,,,,,,,,,,,
B11D0170,52.947507754661665,5.949146776458678,0.85,-0.6244,,,-1.0355,,,,,,,,,,,
B11D0171,52.946043746224454,5.948979125489655,1.02,-0.6345,,,-1.0345,,,,,,,,,,,
B11D0174,52.94750261549731,5.9483284328638675,1.11,-0.4264,,,-1.0476,,,,,,,,,,,
B11D0175,52.947020657500886,5.947622979554315,0.88,-0.476,,,-1.0627,,,,,,,,,,,
B11D0177,52.94616106885619,5.945038150832848,1.06,-1.1234,,,,,,,,,,,,,,
B11E0208,53.10626612589123,6.1206692961759055,2.09,1.3646,,,,,,,,,,,,,,
B11E0236,53.08669851563848,6.173772641487271,4.73,,,,,,,,,,,,,,,
B11E0242,53.074922918300146,6.117603013295704,0.93,,,,,,,,,,,,,,,
B11E0273,53.07849317576739,6.106769407963162,1.99,1.1387,,,,,,,,,,,,,,
B11E0166,53.13197548328177,6.168991250735693,3.85,2.8645,,,,,,,,,,,,,,
B11E0284,53.06370253554178,6.088473852187961,2,0.4379,,-0.25,,,,,,,,,,,,
B11E0003,53.07570189696623,6.07249240401745,2.7,0.2347,4.154,2.359,,,,,,,,,,,,
B11E0016,53.133633034122205,6.072945114306832,2.17,0.7746,-1,-0.375,-0.224,-0.477,0.136,,,,,,,,,
B11E0049,53.1541376645328,6.1863434369806045,4.11,1.3143,,,,,,,,,,,,,,
B11E0083,53.133213086740575,6.205695694057115,2.56,1.5943,,,1.6806,,,1.6842,,,,,,,,
B11E0099,53.066916362644,6.104190543226228,2,0.2487,0,-0.256,0.2296,0,-0.125,0.2219,-0.182,-0.188,,,,,,
B11E0113,53.12145731714532,6.168278746516983,3.84,2.041,,,2.0196,,,,,,,,,,,
B11E0114,53.14157908115946,6.141352573112948,2.77,1.6489,-0.167,-0.2,1.2803,0.571,-0.643,,,,,,,,,
B11E0115,53.11326211584957,6.183260187512263,2.92,1.9281,-1.462,-0.909,1.9964,-1.167,-0.775,,,,,,,,,
B11E0117,53.10326806114056,6.080901203698327,0.3,-0.8251,-0.3,-0.011,-0.2003,-0.182,-0.167,-0.1996,-0.155,0,,,,,,
B11E0307,53.11880127058572,6.184063920351981,2.22,1.5819,,,1.6267,,,,,,,,,,,
B11E0310,53.053267691323676,6.157447624461616,4.24,2.9818,,,1.9213,0.391,-0.359,,,,,,,,,
B11E0314,53.06004057651945,6.155091582050703,3.04,2.2131,-0.925,0.25,1.6732,-0.708,-0.5,,,,,,,,,
B11E0319,53.06080503463662,6.161966844983438,2.14,,,,1.7257,,,,,,,,,,,
B11E0321,53.06174286709666,6.16007417768218,1.91,1.6597,,,1.7176,,,,,,,,,,,
B11E0324,53.063822542310085,6.153890434857419,1.42,0.836,,,,,,,,,,,,,,
B11E0345,53.061136118397265,6.167715782657376,2.45,2.1261,0.112,0.554,,,,,,,,,,,,
B11G0083,52.9377338903283,6.07240484400323,-0.27,-0.5931,0.577,0.31,-0.6289,0.25,0,,,,,,,,,
B11H0203,52.94385694057809,6.276447649428254,7.75,6.2098,-1.225,-0.786,,,,,,,,,,,,
B11H0228,52.970635386726634,6.270667773767048,7.7,6.2409,0.732,-0.232,,,,,,,,,,,,
B12A0221,53.10051104740171,6.414557088982709,4.27,,,,,,,,,,,,,,,
B12A0227,53.09377636927363,6.484861165054535,5.03,,,,,,,,,,,,,,,
B12A0229,53.09410975530892,6.4847650967295,5.39,4.0007,,,,,,,,,,,,,,
B12A0238,53.068610249773236,6.3824703364369935,6.96,,,,,,,,,,,,,,,
B12A0239,53.068970884459475,6.382329402033426,7.02,,,,,,,,,,,,,,,
B12A0249,53.05030661761863,6.5015102511101155,9.79,,,,,,,,,,,,,,,
B12A0261,53.144957748626844,6.408287264713917,3.03,2.1449,-0.75,-0.25,,,,,,,,,,,,
B12A0263,53.12416207911039,6.443651298963424,3.66,2.5169,0,-0.625,,,,,,,,,,,,
B12A0266,53.15218416633867,6.414437122878922,3.8,,,,,,,,,,,,,,,
B12A0178,53.108638253995615,6.366961738844119,5.34,3.7209,,,,,,,,,,,,,,
B12A0085,53.1487831572414,6.358901117372422,2.14,,,,,,,,,,,,,,,
B12A0117,53.0941956325383,6.485200208268235,5.81,4.024,,,4.0116,,,4.0065,,,,,,,,
B12A0279,53.12250219968227,6.444372717151261,1.43,1.2059,0.111,0.219,,,,,,,,,,,,
B12A0293,53.11680110245235,6.444786367844111,1.71,1.4947,0.6,0.2,1.5544,0.75,0.333,,,,,,,,,
B12A0295,53.11783633745091,6.441525482585606,1.55,1.5642,0.667,0.75,,,,,,,,,,,,
B12A0299,53.10536268932084,6.437474162487444,2.72,2.3164,1.333,0.25,2.3915,1.643,0.167,,,,,,,,,
B12A0302,53.07408342924862,6.498837612180009,6.62,5.9708,,,,,,,,,,,,,,
B12A0320,53.06000395265208,6.419267292095235,5.35,5.3091,-0.25,0.222,5.3204,-0.125,0.083,,,,,,,,,
B12A0327,53.05632673039821,6.452278117613001,9.94,8.6044,,,,,,,,,,,,,,
B11H0275,52.960533437032836,6.299484190493325,7.58,,,,,,,,,,,,,,,
B11H0283,52.96002386040847,6.283698014193903,6.91,5.9627,,,,,,,,,,,,,,
B11H0295,52.945399975296965,6.280421679366311,8.34,,,,,,,,,,,,,,,
B11H0320,53.006541756119404,6.3458893347536165,6.82,6.2588,,,,,,,,,,,,,,
B11H0329,53.011663661639446,6.334677989346452,7.37,6.3214,,,,,,,,,,,,,,
B11H0337,53.0291104915617,6.286463899915562,6.44,4.632,-0.146,-0.5,,,,,,,,,,,,
B11H0032,52.940040468480866,6.305749356329551,10.9,5.4269,,,5.0421,,,5.1016,,,,,,,,
B11H0038,53.019692797668476,6.259741923503201,5.3,3.9852,0.817,-0.5,3.7839,-0.375,-1.012,,,,,,,,,
B11H0115,52.94426587790578,6.287837016227285,8.3,7.2449,,,7.1029,,,5.9577,,,,,,,,
B11H0357,53.02720186759291,6.322078526326991,4.18,3.7999,,,3.4684,,,,,,,,,,,
B11H0154,53.01344099785644,6.342837703530281,8.31,7.3048,,,6.9026,,,,,,,,,,,
B12A0173,53.14518632039192,6.439007442946786,2.11,0.1139,,,,,,,,,,,,,,
B12A0087,53.1288916930185,6.3953585674827025,5.23,1.3145,-4.833,-2.944,,,,,,,,,,,,
B12A0043,53.08337045208262,6.390569785610516,6.32,,,,,,,,,,,,,,,
B12A0045,53.06594340204359,6.462226347766868,9.32,,,,,,,,,,,,,,,
B12C0132,52.99013789831231,6.395419537819774,12.18,,,,,,,,,,,,,,,
B12C0153,52.95494479828366,6.369605011509086,8.54,,,,,,,,,,,,,,,
B12C0162,52.94710553115132,6.393679944529676,10.81,,,,,,,,,,,,,,,
B10H0303,53.01466645248234,5.7419866350944755,-0.61,,,,,,,,,,,,,,,
B10H0304,53.01484749760137,5.741541094154981,-0.61,-0.6674,,,,,,-1.1236,,,,,,,,
B10H0310,53.00791630207415,5.683113432506418,-0.66,-0.8724,,,-0.868,,,,,,,,,,,
B11A0589,53.16094181992243,5.762172348876092,0.23,-0.4735,,,,,,,,,,,,,,
B11B0218,53.08846135432667,6.045438652095861,0.49,,,,,,,,,,,,,,,
B11B0234,53.066894206930854,6.045484664026102,-0.59,-1.4622,0.778,0.233,,,,,,,,,,,,
B11B0285,53.12668210198179,5.947733503557511,-0.3,-1.114,-0.333,-0.167,,,,,,,,,,,,
B11B0068,53.14096713746975,6.023819834464076,0.34,-0.5314,,,,,,,,,,,,,,
B11B0078,53.05670282618576,5.923234442112992,-0.58,-1.6061,0,-0.067,-1.5962,-0.333,-0.026,-1.6328,-0.4,-0.278,-1.6245,-0.625,-0.25,-1.6427,-0.25,-0.167
B11B0108,53.13096243795963,5.943231954802591,0.11,-1.0811,0,-0.033,-1.1017,-0.071,-0.092,-1.0979,0,0,,,,,,
B11B0306,53.10976421956325,5.954772442164005,-1.25,-1.1203,,,,,,,,,,,,,,
B11B0310,53.11293759428561,5.9111007983084685,-0.68,-0.8949,,,,,,,,,,,,,,
B11D0318,52.93578717345026,5.962813423557831,2.2,0.6367,,,,,,,,,,,,,,
B11D0072,52.93779915420011,5.9304136774298595,0.43,,,,,,,,,,,,,,,
B11D0079,53.01724175864075,6.021113704472206,-1.17,-2.1111,-0.833,-1.389,-2.0202,-0.143,-0.578,,,,,,,,,
B11D0109,52.94067720273252,5.958787251476942,1.16,-0.71,,,-1.1097,,,,,,,,,,,
B11D0140,52.947986040077105,5.987523195931901,1.54,-0.4518,0.429,1.765,-0.8612,0.5,-0.261,,,,,,,,,
B11D0328,53.03243300270875,6.053385139150363,-0.3,-0.5642,,,,,,,,,,,,,,
B11D0330,53.03688941871619,6.056748220677181,-0.31,-0.6291,,,-0.613,,,,,,,,,,,
B11D0344,52.94028597345685,5.956030187395748,1.59,-0.5959,,-0.112,,,,,,,,,,,,
B11C0272,52.9738006041977,5.829782200463047,-0.38,,,,,,,,,,,,,,,
B11C0274,52.97566928086409,5.901706872887019,-1.55,-1.9075,,,,,,,,,,,,,,
B11C0276,52.971836240272054,5.774386552333759,0.07,,,,,,,,,,,,,,,
B11C0281,52.965403421464835,5.906646097571101,-0.67,,,,,,,,,,,,,,,
B11C0301,52.97117301874397,5.835560929894006,-0.19,,,,,,,,,,,,,,,
B11C0035,53.047273848085176,5.873327410395171,-0.15,-1.5506,,,-1.4882,,,-1.4907,,,,,,,,
B11C0049,52.945426465688215,5.79825244926701,0.32,-1.8211,,,,,,,,,,,,,,
B11C0129,52.99448328212861,5.883386572431011,-0.37,-1.4692,,,-1.4797,,,-1.8225,,,-1.8002,,,,,
B11C0319,52.94577444424562,5.861929547742053,-0.81,,,,,,,,,,,,,,,
B11C0334,53.02534301232816,5.9064678570246825,-0.5,-1.0699,-0.261,-0.5,-1.306,,,-1.5908,,,,,,,,
B11C0338,53.01127744285078,5.808782827750427,-0.54,-0.7162,1.725,0.692,,,,,,,,,,,,
B11C0346,53.03268453425436,5.770829169585735,-0.44,-0.5925,,,-1.0131,,,-1.0052,,,,,,,,
B11C0349,53.01134696421532,5.809453977300984,-0.66,-0.8814,,,,,,,,,,,,,,
B11C0350,52.94299260892713,5.8609322958980385,-2.91,-3.0669,,,,,,,,,,,,,,
B11C0352,52.94323038751952,5.862154730667029,-2.74,-3.0968,,,,,,,,,,,,,,
B11C0356,53.02697111842358,5.901941309102983,-1.25,-1.7179,-0.321,-0.351,,,,,,,,,,,,
B11C0143,52.99669161472657,5.881773358978806,-1.01,-1.7137,,,-1.7828,,,,,,,,,,,
B11E0350,53.05913760286938,6.172378499194872,2.41,2.4005,0.218,-0.1,,,,,,,,,,,,
B11F0129,53.15508212596854,6.239685320436476,1.45,0.654,,,,,,,,,,,,,,
B11F0137,53.117200324734796,6.330261875277669,4.03,3.1372,-0.438,-0.357,,,,,,,,,,,,
B11F0139,53.111595512358626,6.25128566217123,4.7,4.0901,,,,,,,,,,,,,,
B11F0142,53.10793873234805,6.272119313461351,5.14,,,,,,,,,,,,,,,
B11F0148,53.096025508077666,6.254558536369581,4.16,3.2622,,,,,,,,,,,,,,
B11F0151,53.093348657620076,6.213751174899967,4.78,3.3221,,,,,,,,,,,,,,
B11F0156,53.08467405884346,6.352241586418361,6.74,,,,,,,,,,,,,,,
B11F0167,53.062969488031435,6.214515524028674,3.78,3.1728,,,,,,,,,,,,,,
B11F0193,53.149703298566465,6.298981329625919,1.85,,,,,,,,,,,,,,,
B11F0205,53.1290699133801,6.294363891592003,4.21,,,,,,,,,,,,,,,
B11F0207,53.12699433706511,6.2955156401593975,4.64,,,,,,,,,,,,,,,
B11F0212,53.12290598221956,6.2775038754973815,4.92,,,,,,,,,,,,,,,
B11F0214,53.1228614328247,6.283478317577772,5.39,4.5816,,,,,,,,,,,,,,
B11F0218,53.124011132384766,6.332650870791073,3.5,,,,,,,,,,,,,,,
B11F0225,53.120129993964724,6.311803067547894,3.82,,,,,,,,,,,,,,,
B11F0230,53.10374826300727,6.291743816060151,3.56,,,,,,,,,,,,,,,
B11F0107,53.12804588455251,6.3107767010600995,3.71,,,,,,,,,,,,,,,
B11F0087,53.06423731759856,6.322995034272419,6.7,4.705,,,,,,,,,,,,,,
B11F0245,53.06250935982976,6.235316720255052,5.32,4.6277,,,4.4274,,,,,,,,,,,
B11F0249,53.06395280636888,6.216563106476722,3.72,3.1111,,,3.2232,,,,,,,,,,,
B11F0251,53.05008174860052,6.251553306065084,6.98,5.1357,,,,,,,,,,,,,,
B11F0272,53.138526150247515,6.230004818051778,1.77,1.4047,,,,,,,,,,,,,,
B11F0275,53.0557919975537,6.229592349055305,6.57,5.659,,,3.4328,,,,,,,,,,,
B11F0285,53.06657284614543,6.213241471428661,3.59,2.5862,0.369,0,2.7481,0,-0.5,,,,,,,,,
B11F0287,53.08923978070217,6.2447205071948195,2.56,2.2478,,,2.2346,,,,,,,,,,,
B11F0123,53.102432974248686,6.309843102780809,5.54,3.5195,,,,,,,,,,,,,,
B11F0038,53.12539862545475,6.304445784930427,4.33,3.4767,,,2.3142,,,2.2642,,,2.215,,,2.1347,,
B11G0078,52.93906445008696,6.129456839454026,4.9,0.0502,-1.955,-1.18,,,,,,,,,,,,
B11G0116,53.0198139731338,6.060196042998643,0.76,,,,,,,,,,,,,,,
B11G0125,53.016513866038586,6.160134560573849,3.32,,,,,,,,,,,,,,,
B11G0151,52.99584466795919,6.1024234649072,1.74,1.0368,,,,,,,,,,,,,,
B12D0308,53.02236140828134,6.62017866030774,8.73,7.5179,0.639,0.375,7.462,0.143,0.033,,,,,,,,,
B12D0159,53.033049547801696,6.520895476296473,11.19,9.4102,-1.227,-1,8.6804,-1.625,-1.25,8.6861,-1.5,-0.75,8.6524,-1.445,-1.04,8.6909,-1.375,-0.671
B12D0188,52.99768024463717,6.581494237542654,10.89,9.3798,,0.333,8.5787,,1.5,8.5689,,1.5,,,,,,
B12D0269,53.025063979206344,6.64544567741439,9.12,7.6221,-0.5,-0.061,7.7348,0.111,0,7.2738,-0.25,0.25,7.3526,0.167,0.143,,,
B12D0391,53.01756760367077,6.63181608586259,5.69,,,,,,,,,,,,,,,
B12B0049,53.07392498860385,6.577920633520503,9.1,5.4072,,,,,,,,,,,,,,
B12B0228,53.12536697434414,6.518378973453965,4.67,,,,,,,,,,,,,,,
B12B0262,53.05975597074469,6.547399271531909,7.32,6.3694,,,,,,,,,,,,,,
B12B0267,53.05253072701711,6.551084147868005,8.24,7.0868,,,,,,,,,,,,,,
B12B0278,53.06189154319284,6.612648220593844,6.4,4.9101,-0.5,-0.689,,,,,,,,,,,,
B12B0193,53.083199912418955,6.654891976138698,3.2,2.6014,,,2.6649,,,2.5928,,,2.5928,,,,,
B12B0197,53.143322139264576,6.654857256645582,0.4,-0.4784,0.1,-0.182,,,,,,,,,,,,
B12B0123,53.04670756611795,6.521102689300431,9.4,,,,,,,,,,,,,,,
B12B0151,53.113951686479616,6.514810237602234,3.79,2.1596,-0.929,-0.833,2.0952,-0.5,-0.8,2.0817,-0.562,-0.75,2.0422,-0.9,-0.833,,,
B12B0170,53.117522277873334,6.587572187399208,3.57,1.6292,0.286,-0.433,1.5926,0.125,-0.4,1.485,0.25,-0.214,,,,,,
B12B0285,53.077764566586865,6.646211822092804,3.33,2.3643,,,3.1536,,,,,,,,,,,
B12B0306,53.085304138408766,6.516513711581757,4.98,4.8378,,,4.61,,,,,,,,,,,
B12B0314,53.067130078358744,6.509177977087884,6.75,6.2036,,,,,,,,,,,,,,
B12B0320,53.15294295097588,6.559910704765193,0.22,-0.0037,,0.138,,,,,,,,,,,,
B12B0323,53.14245547105263,6.594315973399814,0.37,-0.2951,,,-0.187,,,,,,,,,,,
B12B0324,53.14395489575482,6.597122823931822,0.3,-0.1848,,,-0.1635,,,,,,,,,,,
B12B0328,53.146537275486736,6.587867881640727,-0.27,-0.3916,2.753,1.25,-0.178,-1.818,-0.889,,,,,,,,,
B12B0209,53.14524721922265,6.613211788689376,0.88,-0.9862,-2.167,-2.694,,,,,,,,,,,,
B12B0210,53.14227446559365,6.6174171133673765,0.54,-1.1878,-3.25,-3.923,,,,,,,,,,,,
B12B0213,53.13370170437938,6.624346324877658,3.55,-0.7695,-0.55,-3.933,,,,,,,,,,,,
B12D0426,52.95821014369089,6.5650830825419035,11.3,,,,,,,,,,,,,,,
B12D0430,52.95148755098977,6.566017375286757,11.29,11.1128,,,11.1562,,,,,,,,,,,
B12D0432,52.94104864987163,6.572860974070353,12.53,11.7706,,,11.7782,,,,,,,,,,,
B12E0076,53.05543720325601,6.798768988966553,2.62,1.1654,0.273,0.143,,,,,,,,,,,,
B12E0339,53.15275311111519,6.663804004094748,0.05,-0.478,,,,,,,,,,,,,,
B12E0345,53.06360305954346,6.753381783257565,1.69,,,,,,,,,,,,,,,
B12E0360,53.086732417673254,6.750527356666535,1.23,,,,,,,,,,,,,,,
B12E0366,53.091943104894845,6.718743474382188,1.2,,,,,,,,,,,,,,,
B12E0367,53.0918532656912,6.718740717496022,1.22,-1.0361,-3,-3.562,,,,,,,,,,,,
B12E0370,53.06263813378643,6.759169748908111,2.1,0.9677,,,,,,,,,,,,,,
B12E0388,53.15058906711646,6.761954703009913,1.65,,,,,,,,,,,,,,,
B12E0016,53.140525421912145,6.664340434938381,0.35,-2.1721,-4.35,-2.625,-1.6666,-1.5,-0.577,-1.6743,-1.375,-0.6,-1.9446,-2,-0.867,-2.3005,-1.688,-0.688
B12E0079,53.09464491734524,6.718229204008503,1.4,-1.5768,-2.25,-2.774,0.21,-1.261,-1.262,0.136,-1.35,-1.286,0.1193,-1.25,-1.25,,,
B12E0169,53.12822824269244,6.673047328747995,1.6,-0.1283,-0.75,-0.636,-2.5681,-11.351,-6.155,-1.9736,-9,-4.781,-1.0799,-4.889,-1.875,,,
B12E0170,53.137254237693455,6.6844187293911155,0.36,-0.1915,,,-1.5628,,,-1.5572,,,,,,,,
B12E0260,53.12945631996015,6.674174494453612,1.23,-0.1366,0.4,-0.125,-2.356,-4.833,-3.438,,,,,,,,,
B12E0270,53.05906245584088,6.765322174913848,2.66,0.8346,-0.75,-0.9,0.5125,-3.9,-2.656,0.4715,-4,-2.722,0.4682,-4,-2.7,0.4896,-3.833,-2.714
